mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
106	106	843/2	843/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1818									37	
106	106	1687/4	1687/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1819										
106	106	422	422	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1820									38	
106	106	1689/4	1689/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1821										
106	106	847/2	847/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1822									39	
106	106	1695/4	1695/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1823										
106	106	841/2	841/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1824										
106	106	421	421	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1825										
106	106	845/2	845/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1826										
106	106	423	423	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1827										
107	107	424	424	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1828									40	
107	107	1697/4	1697/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1829										
107	107	851/2	851/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1830									41	
107	107	1703/4	1703/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1831										
107	107	426	426	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1832									42	
107	107	1705/4	1705/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1833										
107	107	855/2	855/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1834									43	
107	107	1711/4	1711/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1835										
107	107	849/2	849/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1836										
107	107	425	425	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1837										
107	107	853/2	853/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1838										
107	107	427	427	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1839										
108	108	428	428	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1840									44	
108	108	1713/4	1713/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1841										
108	108	859/2	859/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1842									45	
108	108	1719/4	1719/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1843										
108	108	430	430	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1844									46	
108	108	1721/4	1721/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1845										
108	108	863/2	863/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1846									47	
108	108	1727/4	1727/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1847										
108	108	857/2	857/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1848										
108	108	429	429	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1849										
108	108	861/2	861/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1850										
108	108	431	431	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1851										
109	109	432	432	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1852									48	
109	109	1729/4	1729/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1853										
109	109	867/2	867/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1854									49	
109	109	1735/4	1735/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1855										
109	109	434	434	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1856									50	
109	109	1737/4	1737/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1857										
109	109	871/2	871/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1858									51	
109	109	1743/4	1743/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1859										
109	109	865/2	865/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1860										
109	109	433	433	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1861										
109	109	869/2	869/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1862										
109	109	435	435	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1863										
110	110	436	436	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1864									52	
110	110	1745/4	1745/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1865										
110	110	875/2	875/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1866									53	
110	110	1751/4	1751/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1867										
110	110	438	438	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1868									54	
110	110	1753/4	1753/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1869										
110	110	873/2	873/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1870										
110	110	437	437	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1871										
111	111	440	440	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1872										
111	111	441	441	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	1873										
111	111	885/2	885/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1874										
111	111	1771/4	1771/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1875										
111	111	443	443	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1876										
111	111	1773/4	1773/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1877										
111	111	887/2	887/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1878										
111	111	1775/4	1775/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1879										
111	111	881/2	881/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1880		articStaccatoAbove								
111	111	441	441	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1881		articStaccatoAbove								
111	111	883/2	883/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1882		articStaccatoAbove								
111	111	442	442	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1883		articStaccatoAbove								
111	111	885/2	885/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1884		articStaccatoAbove								
111	111	443	443	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1885		articStaccatoAbove								
111	111	887/2	887/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1886		articStaccatoAbove								
112	112	444	444	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1887										
112	112	1779/4	1779/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1888										
112	112	445	445	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1889										
112	112	893/2	893/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1890										
112	112	447	447	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1891										
112	112	895/2	895/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1892										
112	112	889/2	889/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1893		articStaccatoAbove								
112	112	445	445	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1894		articStaccatoAbove								
112	112	891/2	891/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1895		articStaccatoAbove								
112	112	446	446	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1896		articStaccatoAbove								
112	112	893/2	893/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1897		articStaccatoAbove								
112	112	447	447	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1898		articStaccatoAbove								
112	112	895/2	895/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1899		articStaccatoAbove								
113	113	448	448	0.0	0	0	StaffText	4/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
113	113	448	448	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1900										
113	113	897/2	897/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1901										
113	113	449	449	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	1902										
113	113	901/2	901/2	0.0	5/8	5/8	StaffText	4/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
113	113	901/2	901/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1903										
113	113	451	451	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1904										
113	113	903/2	903/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1905										
113	113	1807/4	1807/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1906										
113	113	897/2	897/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1907										
113	113	449	449	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1908										
113	113	899/2	899/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1909										
113	113	450	450	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1910										
113	113	901/2	901/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1911										
113	113	451	451	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1912										
113	113	903/2	903/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1913										
114	114	452	452	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1914										
114	114	905/2	905/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1915		ornamentTrill								
114	114	453	453	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1916										
114	114	1817/4	1817/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1917										
114	114	909/2	909/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1918										
114	114	1819/4	1819/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1919										
114	114	455	455	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1920										
114	114	1821/4	1821/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1921										
114	114	911/2	911/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1922										
114	114	1823/4	1823/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1923										
114	114	905/2	905/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1924										
114	114	453	453	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1925										
114	114	907/2	907/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1926										
114	114	454	454	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1927										
114	114	909/2	909/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1928										
114	114	455	455	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1929										
114	114	911/2	911/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1930										
115	115	456	456	0.0	0	0	Dynamic	4/4	1	1	0						sf									
115	115	456	456	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1931										
115	115	913/2	913/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1932										
115	115	457	457	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1933										
115	115	458	458	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1934										
115	115	1833/4	1833/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1935										
115	115	917/2	917/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1936										
115	115	1835/4	1835/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1937										
115	115	459	459	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1938										
115	115	1837/4	1837/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1939										
115	115	919/2	919/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1940										
115	115	1839/4	1839/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1941										
115	115	913/2	913/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1942										
115	115	457	457	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1943										
115	115	915/2	915/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1944										
115	115	458	458	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1945										
115	115	917/2	917/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1946										
115	115	459	459	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1947										
115	115	919/2	919/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1948										
116	116	460	460	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1949										
116	116	1843/4	1843/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1950										
116	116	461	461	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	1951										
116	116	925/2	925/2	0.0	5/8	5/8	StaffText	4/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
116	116	925/2	925/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1952										
116	116	463	463	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	1953										
116	116	463	463	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1954										
116	116	927/2	927/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1955										
116	116	1855/4	1855/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1956										
116	116	921/2	921/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1957										
116	116	461	461	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1958										
116	116	923/2	923/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1959										
116	116	462	462	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1960										
116	116	925/2	925/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1961										
116	116	463	463	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1962										
116	116	927/2	927/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1963										
117	117	464	464	0.0	0	0	Chord	4/4	1	1	0	appoggiatura		1/8	1	1964										
117	117	464	464	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	1965										
117	117	931/2	931/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1966										
117	117	1863/4	1863/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1967										
117	117	466	466	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura		1/8	1	1968										
117	117	466	466	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	1969										
117	117	935/2	935/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1970										
117	117	1871/4	1871/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1971										
117	117	929/2	929/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1972										
117	117	465	465	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1973										
117	117	931/2	931/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1974										
117	117	933/2	933/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1975										
117	117	467	467	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1976										
117	117	935/2	935/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1977										
118	118	468	468	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1978										
118	118	1877/4	1877/4	0.0	5/16	5/16	Dynamic	4/4	1	1	0						f									
118	118	1877/4	1877/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1979										
118	118	939/2	939/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1980										
118	118	1879/4	1879/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1981										
118	118	470	470	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1982										
118	118	1881/4	1881/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1983										
118	118	941/2	941/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1984										
118	118	1883/4	1883/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1985										
118	118	471	471	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1986										
118	118	1885/4	1885/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1987										
118	118	943/2	943/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1988										
118	118	1887/4	1887/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1989										
118	118	468	468	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1990										
118	118	1877/4	1877/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1991										
118	118	939/2	939/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1992										
118	118	1879/4	1879/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1993										
118	118	470	470	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1994										
118	118	1881/4	1881/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1995										
118	118	941/2	941/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1996										
118	118	1883/4	1883/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1997										
118	118	471	471	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1998										
118	118	1885/4	1885/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1999										
118	118	943/2	943/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2000										
118	118	1887/4	1887/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2001										
119	119	472	472	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	2002										
119	119	1889/4	1889/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	2003										
119	119	945/2	945/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2004										
119	119	1891/4	1891/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2005										
119	119	1893/4	1893/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2006										
119	119	947/2	947/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2007										
119	119	1895/4	1895/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2008										
119	119	474	474	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2009										
119	119	1897/4	1897/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2010										
119	119	949/2	949/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2011										
119	119	1899/4	1899/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2012										
119	119	475	475	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2013		articStaccatoBelow								
119	119	951/2	951/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2014		articStaccatoBelow								
119	119	472	472	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	2015										
119	119	1889/4	1889/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	2016										
119	119	945/2	945/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2017										
119	119	1891/4	1891/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2018										
119	119	1893/4	1893/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	2019										
119	119	947/2	947/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	2020										
119	119	1895/4	1895/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2021										
119	119	474	474	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	2022										
119	119	1897/4	1897/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	2023										
119	119	949/2	949/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	2024										
119	119	1899/4	1899/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	2025										
119	119	475	475	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	2026										
119	119	1901/4	1901/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	2027										
119	119	951/2	951/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2028										
119	119	1903/4	1903/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2029										
120	120	476	476	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2030		articStaccatoBelow								
120	120	953/2	953/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2031		articStaccatoBelow								
120	120	1909/4	1909/4	0.0	5/16	5/16	Dynamic	4/4	1	1	0						p									
120	120	1909/4	1909/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2032										
120	120	955/2	955/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2033										
120	120	1911/4	1911/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2034										
120	120	478	478	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2035										
120	120	1913/4	1913/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2036										
120	120	957/2	957/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2037										
120	120	1915/4	1915/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2038										
120	120	479	479	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2039										
120	120	1917/4	1917/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2040										
120	120	959/2	959/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2041										
120	120	1919/4	1919/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2042										
120	120	476	476	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	2043										
120	120	1905/4	1905/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	2044										
120	120	953/2	953/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2045										
120	120	1907/4	1907/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2046										
121	121	480	480	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2047		articStaccatoBelow								
121	121	961/2	961/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2048		articStaccatoBelow								
121	121	1925/4	1925/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2049										
121	121	963/2	963/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2050										
121	121	1927/4	1927/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2051										
121	121	482	482	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2052										
121	121	1929/4	1929/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2053										
121	121	965/2	965/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2054										
121	121	1931/4	1931/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2055										
121	121	483	483	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2056										
121	121	1933/4	1933/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2057										
121	121	967/2	967/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2058										
121	121	1935/4	1935/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2059										
121	121	480	480	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2060		articStaccatoAbove								
121	121	961/2	961/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2061		articStaccatoAbove								
122	122	484	484	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2062		articStaccatoBelow								
122	122	969/2	969/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2063		articStaccatoBelow								
122	122	1941/4	1941/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2064										
122	122	971/2	971/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2065										
122	122	1943/4	1943/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2066										
122	122	486	486	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2067										
122	122	975/2	975/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2068										
122	122	1951/4	1951/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2069										
122	122	484	484	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2070										
122	122	969/2	969/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2071										
122	122	973/2	973/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2072										
122	122	487	487	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2073										
123	123	488	488	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2074										
123	123	1957/4	1957/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2075										
123	123	979/2	979/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2076										
123	123	1959/4	1959/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2077										
123	123	490	490	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2078										
123	123	983/2	983/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2079										
123	123	1967/4	1967/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2080										
123	123	977/2	977/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2081										
123	123	489	489	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2082										
123	123	981/2	981/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2083										
123	123	491	491	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2084										
124	124	492	492	0.0	0	0	Dynamic	4/4	1	1	0						f									
124	124	492	492	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	2085										
124	124	1969/4	1969/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	2086										
124	124	985/2	985/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2087										
