mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
137	137	4379/8	4379/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32			1/32	1	2326										
137	137	1095/2	1095/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2327										
137	137	1089/2	1089/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2328										
137	137	545	545	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2329										
137	137	1091/2	1091/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2330										
137	137	546	546	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2331										
137	137	1093/2	1093/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2332										
137	137	547	547	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2333										
137	137	1095/2	1095/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2334										
138	138	548	548	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2335									59	
138	138	1097/2	1097/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2336										
138	138	549	549	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	2337										
138	138	1101/2	1101/2	0.0	5/8	5/8	StaffText	4/4	1	1	0								"<font size=""17.8494""/><font face=""Opus""/>"							
138	138	1101/2	1101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2338										
138	138	551	551	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2339										
138	138	1103/2	1103/2	0.0	7/8	7/8	Chord	4/4	1	1	0	grace16		1/16	1	2340										
138	138	1103/2	1103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2341										
138	138	1097/2	1097/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2342										
138	138	549	549	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2343										
138	138	1099/2	1099/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2344										
138	138	550	550	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2345										
138	138	1101/2	1101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2346										
138	138	551	551	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2347										
138	138	1103/2	1103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2348										
139	139	552	552	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2349									60	
139	139	553	553	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2350		articStaccatoBelow								
139	139	2217/4	2217/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2351										
139	139	1109/2	1109/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2352										
139	139	2219/4	2219/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2353										
139	139	555	555	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2354										
139	139	2221/4	2221/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2355										
139	139	1111/2	1111/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2356										
139	139	2223/4	2223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2357										
139	139	1105/2	1105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2358										
139	139	553	553	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2359										
139	139	1107/2	1107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2360										
139	139	554	554	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2361										
139	139	1109/2	1109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2362										
139	139	555	555	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2363										
139	139	1111/2	1111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2364										
140	140	556	556	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2365									61	
140	140	557	557	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2366										
140	140	2233/4	2233/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2367										
140	140	1117/2	1117/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2368										
140	140	2235/4	2235/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2369										
140	140	559	559	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2370										
140	140	2237/4	2237/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2371										
140	140	1119/2	1119/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2372										
140	140	2239/4	2239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2373										
140	140	1113/2	1113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2374										
140	140	557	557	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2375										
140	140	1115/2	1115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2376										
140	140	558	558	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2377										
140	140	1117/2	1117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2378										
140	140	559	559	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2379										
140	140	1119/2	1119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2380										
141	141	560	560	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2381									62	
141	141	561	561	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2382		articStaccatoBelow								
141	141	2249/4	2249/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2383										
141	141	1125/2	1125/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2384										
141	141	2251/4	2251/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2385										
141	141	563	563	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2386										
141	141	2253/4	2253/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2387										
141	141	1127/2	1127/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2388										
141	141	2255/4	2255/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2389										
141	141	1121/2	1121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2390										
141	141	561	561	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2391										
141	141	1123/2	1123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2392										
141	141	562	562	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2393										
141	141	1125/2	1125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2394										
141	141	563	563	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2395										
141	141	1127/2	1127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2396										
142	142	564	564	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2397									63	
142	142	565	565	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2398		articStaccatoAbove								
142	142	2265/4	2265/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2399										
142	142	1133/2	1133/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2400										
142	142	2267/4	2267/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2401										
142	142	567	567	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2402										
142	142	2269/4	2269/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2403										
142	142	1135/2	1135/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2404										
142	142	2271/4	2271/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2405										
142	142	1129/2	1129/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2406										
142	142	565	565	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2407										
142	142	1131/2	1131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2408										
142	142	566	566	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2409										
142	142	1133/2	1133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2410										
142	142	567	567	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2411										
142	142	1135/2	1135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2412										
143	143	568	568	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2413		articStaccatoAbove								
143	143	569	569	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	2414										
143	143	2846/5	2846/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	2415										
143	143	2847/5	2847/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	2416										
143	143	2848/5	2848/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	2417										
143	143	2849/5	2849/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	2418										
143	143	570	570	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	2419										
143	143	2851/5	2851/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	2420										
143	143	2852/5	2852/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	2421										
143	143	2853/5	2853/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	2422										
143	143	2854/5	2854/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	2423										
143	143	571	571	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	2424										
143	143	2856/5	2856/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	2425										
143	143	2857/5	2857/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	2426										
143	143	2858/5	2858/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	2427										
143	143	2859/5	2859/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	2428										
143	143	568	568	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2429										
143	143	569	569	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2430										
143	143	570	570	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2431										
143	143	571	571	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2432										
143	143	568	568	4.0	0	0	Chord	4/4	2	2	1			1	1	2433										
144	144	572	572	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2434										
144	144	573	573	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	2435										
144	144	2866/5	2866/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	2436										
144	144	2867/5	2867/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	2437										
144	144	2868/5	2868/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	2438										
144	144	2869/5	2869/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	2439										
144	144	574	574	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	2440										
144	144	2871/5	2871/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	2441										
144	144	2872/5	2872/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	2442										
144	144	2873/5	2873/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	2443										
144	144	2874/5	2874/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	2444										
144	144	575	575	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	2445										
144	144	2876/5	2876/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	2446										
144	144	2877/5	2877/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	2447										
144	144	2878/5	2878/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	2448										
144	144	2879/5	2879/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	2449										
144	144	572	572	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2450										
144	144	573	573	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2451										
144	144	574	574	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2452										
144	144	575	575	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2453										
144	144	572	572	4.0	0	0	Chord	4/4	2	2	1			1	1	2454										
145	145	576	576	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2455										
145	145	577	577	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	2456										
145	145	2886/5	2886/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	2457										
145	145	2887/5	2887/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	2458										
145	145	2888/5	2888/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	2459										
145	145	2889/5	2889/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	2460										
145	145	578	578	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2461										
145	145	1157/2	1157/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2462										
145	145	579	579	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	2463										
145	145	2896/5	2896/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	2464										
145	145	2897/5	2897/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	2465										
145	145	2898/5	2898/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	2466										
145	145	2899/5	2899/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	2467										
145	145	576	576	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2468										
145	145	577	577	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2469										
145	145	578	578	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2470										
145	145	579	579	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2471										
145	145	576	576	4.0	0	0	Chord	4/4	2	2	1			1	1	2472										
146	146	580	580	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2473		articStaccatoAbove								
146	146	1161/2	1161/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2474										
146	146	2323/4	2323/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2475										
146	146	581	581	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	2476										
146	146	2325/4	2325/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2477										
146	146	1163/2	1163/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2478										
146	146	2327/4	2327/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2479										
146	146	582	582	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2480										
146	146	2329/4	2329/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2481										
146	146	1165/2	1165/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2482										
146	146	2331/4	2331/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2483										
146	146	583	583	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2484		articStaccatoAbove								
146	146	1167/2	1167/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2485										
146	146	2335/4	2335/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2486										
146	146	580	580	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2487										
146	146	580	580	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	2488										
147	147	584	584	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2489										
147	147	587	587	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2490										
147	147	587	587	1.0	3/4	3/4	Chord	4/4	1	2	1/4			1/4	1	2491										
147	147	584	584	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	2492										
147	147	2337/4	2337/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	2493										
147	147	1169/2	1169/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2494										
147	147	2339/4	2339/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2495										
147	147	585	585	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	2496										
147	147	2341/4	2341/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	2497										
147	147	1171/2	1171/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	2498										
147	147	2343/4	2343/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2499										
147	147	586	586	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	2500										
147	147	2345/4	2345/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	2501										
147	147	1173/2	1173/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	2502										
147	147	2347/4	2347/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	2503										
147	147	587	587	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	2504										
147	147	2349/4	2349/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	2505										
147	147	1175/2	1175/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2506										
147	147	2351/4	2351/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2507										
148	148	588	588	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	2508										
148	148	590	590	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2509										
148	148	1181/2	1181/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2510										
148	148	2363/4	2363/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2511										
148	148	591	591	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2512										
148	148	1183/2	1183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2513										
148	148	588	588	0.5	0	0	Chord	4/4	1	2	1/8			1/8	1	2514										
148	148	1177/2	1177/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16			1/16	1	2515										
148	148	2355/4	2355/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16			1/16	1	2516										
148	148	589	589	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	2517										
148	148	1179/2	1179/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	2518										
148	148	590	590	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	2519										
148	148	591	591	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	2520										
148	148	1183/2	1183/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	2521										
148	148	588	588	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	2522										
148	148	590	590	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2523										
149	149	592	592	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2524										
149	149	595	595	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2525										
149	149	592	592	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	2526										
149	149	595	595	1.0	3/4	3/4	Chord	4/4	1	2	1/4			1/4	1	2527										
149	149	592	592	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	2528										
149	149	2369/4	2369/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	2529										
149	149	1185/2	1185/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2530										
149	149	2371/4	2371/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2531										
149	149	593	593	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	2532										
149	149	2373/4	2373/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	2533										
149	149	1187/2	1187/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	2534										
149	149	2375/4	2375/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2535										
149	149	594	594	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	2536										
149	149	2377/4	2377/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	2537										
149	149	1189/2	1189/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	2538										
149	149	2379/4	2379/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	2539										
149	149	595	595	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	2540										
149	149	2381/4	2381/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	2541										
149	149	1191/2	1191/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2542										
149	149	2383/4	2383/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2543										
150	150	596	596	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	2544										
150	150	598	598	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2545										
150	150	1197/2	1197/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2546										
150	150	2395/4	2395/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2547										
150	150	599	599	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2548										
150	150	1199/2	1199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2549										
150	150	596	596	0.5	0	0	Chord	4/4	1	2	1/8			1/8	1	2550										
150	150	1193/2	1193/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16			1/16	1	2551										
150	150	2387/4	2387/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16			1/16	1	2552										
150	150	597	597	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	2553										
150	150	1195/2	1195/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	2554										
150	150	598	598	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	2555										
150	150	599	599	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	2556										
150	150	1199/2	1199/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	2557										
150	150	596	596	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	2558										
150	150	598	598	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2559										
151	151	600	600	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	2560										
151	151	602	602	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2561										
151	151	1205/2	1205/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2562										
151	151	2411/4	2411/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2563										
151	151	603	603	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2564										
151	151	1207/2	1207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2565										
151	151	600	600	2.0	0	0	Chord	4/4	1	2	1/2			1/2	1	2566										
151	151	602	602	2.0	1/2	1/2	Chord	4/4	1	2	1/2			1/2	1	2567										
151	151	600	600	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2568										
151	151	1201/2	1201/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2569										
151	151	2403/4	2403/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2570										
151	151	601	601	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2571										
151	151	1203/2	1203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2572										
151	151	602	602	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2573										
152	152	604	604	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	2574										
152	152	606	606	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2575										
152	152	1213/2	1213/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2576										
152	152	2427/4	2427/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2577										
152	152	607	607	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2578										
152	152	1215/2	1215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2579										
152	152	604	604	2.0	0	0	Chord	4/4	1	2	1/2			1/2	1	2580										
152	152	604	604	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2581										
152	152	1209/2	1209/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2582										
152	152	2419/4	2419/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2583										
152	152	605	605	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2584										
152	152	1211/2	1211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2585										
152	152	606	606	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2586										
152	152	606	606	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	2587										
153	153	608	608	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2588										
153	153	609	609	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2589										
153	153	610	610	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2590										
153	153	1221/2	1221/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2591										
153	153	2443/4	2443/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2592										
153	153	611	611	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2593										
153	153	1223/2	1223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2594										
153	153	608	608	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2595										
153	153	1217/2	1217/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2596										
153	153	2435/4	2435/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2597										
153	153	609	609	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2598										
153	153	1219/2	1219/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2599										
153	153	610	610	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2600										
153	153	611	611	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2601										
153	153	608	608	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	2602										
153	153	609	609	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	2603										
153	153	610	610	1.0	1/2	1/2	Chord	4/4	2	2	1/4			1/4	1	2604										
153	153	611	611	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	2605										
