mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
95	81	1299/8	1299/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1240							
95	81	321/2	321/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1241							
95	81	323/2	323/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1242							
96	82	325/2	325/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1243							
96	82	1301/8	1301/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1244							
96	82	651/4	651/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1245							
96	82	1303/8	1303/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1246							
96	82	163	163	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1247							
96	82	327/2	327/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1248							
96	82	1309/8	1309/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1249							
96	82	655/4	655/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1250							
96	82	1311/8	1311/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1251							
96	82	164	164	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1252							
96	82	1313/8	1313/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1253							
96	82	657/4	657/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1254							
96	82	1315/8	1315/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1255							
96	82	325/2	325/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1256							
96	82	327/2	327/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1257							
97	83	329/2	329/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1258							
97	83	1317/8	1317/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1259							
97	83	659/4	659/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1260							
97	83	1319/8	1319/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1261							
97	83	165	165	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1262							
97	83	1321/8	1321/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1263							
97	83	661/4	661/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1264							
97	83	1323/8	1323/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1265							
97	83	331/2	331/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1266							
97	83	1325/8	1325/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1267							
97	83	663/4	663/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1268							
97	83	1327/8	1327/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1269							
97	83	166	166	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1270							
97	83	1329/8	1329/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1271							
97	83	665/4	665/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1272							
97	83	1331/8	1331/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1273							
97	83	329/2	329/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1274							
97	83	165	165	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1275							
97	83	331/2	331/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1276							
97	83	166	166	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1277							
98	84	333/2	333/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1278							
98	84	1333/8	1333/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1279							
98	84	667/4	667/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1280							
98	84	1335/8	1335/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1281							
98	84	167	167	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1282							
98	84	1337/8	1337/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1283							
98	84	669/4	669/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1284							
98	84	1339/8	1339/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1285							
98	84	335/2	335/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1286							
98	84	333/2	333/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1287							
99	84	168	168	0.25	0	3/8	Chord	2/4	1	1	1/16		1/16	1	1288							
99	84	673/4	673/4	0.25	1/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1289							
100	85	337/2	337/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1290							43
100	85	675/4	675/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1291							
100	85	169	169	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1292							44
100	85	677/4	677/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1293							
100	85	339/2	339/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1294							
100	85	337/2	337/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1295							
100	85	675/4	675/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1296							
100	85	169	169	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1297							
100	85	677/4	677/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1298							
100	85	339/2	339/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1299							
100	85	679/4	679/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1300							
100	85	1359/8	1359/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1301							
100	85	170	170	0.0	3/8	3/8	Chord	2/4	2	1	0	grace32	1/32	1	1302							
100	85	170	170	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1303							
100	85	681/4	681/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1304							
100	85	1363/8	1363/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1305							
100	85	337/2	337/2	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1306							
101	86	341/2	341/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1307							
101	86	683/4	683/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1308							
101	86	171	171	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1309							
101	86	685/4	685/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1310							
101	86	343/2	343/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1311							
101	86	689/4	689/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1312							
101	86	341/2	341/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1313							
101	86	683/4	683/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1314							
101	86	171	171	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1315							
101	86	685/4	685/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1316							
101	86	343/2	343/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1317							
101	86	687/4	687/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1318							
101	86	1375/8	1375/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1319							
101	86	172	172	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1320							
101	86	1377/8	1377/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1321							
101	86	689/4	689/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1322							
101	86	1379/8	1379/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1323							
101	86	341/2	341/2	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1324							
102	87	345/2	345/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1325							
102	87	691/4	691/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1326							
102	87	693/4	693/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1327							
102	87	347/2	347/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1328							
102	87	695/4	695/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1329							
102	87	697/4	697/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1330							
102	87	345/2	345/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	1331							
102	87	693/4	693/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1332							
102	87	347/2	347/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1333							
102	87	695/4	695/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1334							
102	87	697/4	697/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1335							
102	87	345/2	345/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1336							
102	87	173	173	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1337							
102	87	347/2	347/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1338							
102	87	174	174	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1339							
103	88	349/2	349/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1340							
103	88	349/2	349/2	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	1341							
103	88	349/2	349/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1342							
103	88	699/4	699/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1343							
103	88	1399/8	1399/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1344							
103	88	175	175	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1345							
103	88	1401/8	1401/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1346							
103	88	701/4	701/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1347							
103	88	1403/8	1403/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1348							
103	88	351/2	351/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1349							
104	88	705/4	705/4	0.25	1/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1350							
104	88	176	176	0.25	0	3/8	Chord	2/4	2	1	1/16		1/16	1	1351							
104	88	705/4	705/4	0.25	1/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1352							
105	89	707/4	707/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1353							
105	89	709/4	709/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1354							
105	89	711/4	711/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1355							
105	89	713/4	713/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1356							
105	89	353/2	353/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1357							
105	89	707/4	707/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1358							
105	89	177	177	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1359							
105	89	709/4	709/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1360							
105	89	355/2	355/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1361							
105	89	711/4	711/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1362							
105	89	178	178	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1363							
105	89	713/4	713/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1364							
106	90	715/4	715/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1365							
106	90	717/4	717/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1366							
106	90	719/4	719/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1367							
106	90	1441/8	1441/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1368							
106	90	721/4	721/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1369							
106	90	357/2	357/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1370							
106	90	715/4	715/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1371							
106	90	179	179	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1372							
106	90	717/4	717/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1373							
106	90	359/2	359/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1374							
106	90	180	180	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1375							
106	90	721/4	721/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1376							
107	91	1445/8	1445/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1377							
107	91	723/4	723/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1378							
107	91	1449/8	1449/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1379							
107	91	725/4	725/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1380							
107	91	1453/8	1453/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1381							
107	91	727/4	727/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1382							
107	91	1457/8	1457/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1383							
107	91	729/4	729/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1384							
107	91	361/2	361/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1385							
107	91	723/4	723/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1386							
107	91	181	181	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1387							
107	91	725/4	725/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1388							
107	91	363/2	363/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1389							
107	91	727/4	727/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1390							
107	91	182	182	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1391							
107	91	729/4	729/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1392							
108	92	1461/8	1461/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1393							
108	92	731/4	731/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1394							
108	92	1465/8	1465/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1395							
108	92	733/4	733/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1396							
108	92	367/2	367/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1397							
108	92	184	184	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1398							
108	92	737/4	737/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1399							
108	92	365/2	365/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1400							
108	92	731/4	731/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1401							
108	92	183	183	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1402							
108	92	733/4	733/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1403							
108	92	367/2	367/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1404							
109	93	369/2	369/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1405							45
109	93	739/4	739/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1406							
109	93	185	185	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1407							46
109	93	741/4	741/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1408							
109	93	371/2	371/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1409							
109	93	369/2	369/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1410							
109	93	739/4	739/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1411							
109	93	185	185	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1412							
109	93	741/4	741/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1413							
109	93	371/2	371/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1414							
109	93	743/4	743/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1415							
109	93	1487/8	1487/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1416							
109	93	186	186	0.0	3/8	3/8	Chord	2/4	2	1	0	grace32	1/32	1	1417							
109	93	186	186	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1418							
109	93	745/4	745/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1419							
109	93	1491/8	1491/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1420							
109	93	369/2	369/2	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1421							
110	94	373/2	373/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1422							
110	94	747/4	747/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1423							
110	94	187	187	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1424							
110	94	749/4	749/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1425							
110	94	375/2	375/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1426							
110	94	753/4	753/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1427							
110	94	373/2	373/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1428							
110	94	747/4	747/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1429							
110	94	187	187	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1430							
110	94	749/4	749/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1431							
110	94	375/2	375/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1432							
110	94	751/4	751/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1433							
110	94	1503/8	1503/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1434							
110	94	188	188	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1435							
110	94	1505/8	1505/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1436							
110	94	753/4	753/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1437							
110	94	1507/8	1507/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1438							
110	94	373/2	373/2	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1439							
111	95	377/2	377/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1440							
111	95	755/4	755/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1441							
111	95	757/4	757/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1442							
111	95	379/2	379/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1443							
111	95	759/4	759/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1444							
111	95	761/4	761/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1445							
111	95	377/2	377/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	1446							
111	95	757/4	757/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1447							
111	95	379/2	379/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1448							
111	95	759/4	759/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1449							
111	95	761/4	761/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1450							
111	95	377/2	377/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1451							
111	95	189	189	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1452							
111	95	379/2	379/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1453							
111	95	190	190	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1454							
112	96	381/2	381/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1455							
112	96	381/2	381/2	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	1456							
112	96	381/2	381/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1457							
112	96	763/4	763/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1458							
112	96	1527/8	1527/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1459							
112	96	191	191	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1460							
112	96	1529/8	1529/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1461							
112	96	765/4	765/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1462							
112	96	1531/8	1531/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1463							
112	96	383/2	383/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1464							
113	96	192	192	0.25	0	3/8	Chord	2/4	1	1	1/16		1/16	1	1465							
113	96	769/4	769/4	0.25	1/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1466							
114	97	385/2	385/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1467							
114	97	775/4	775/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1468							
114	97	194	194	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1469							
114	97	777/4	777/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1470							
114	97	385/2	385/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1471							
114	97	1541/8	1541/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1472							
114	97	771/4	771/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1473							
114	97	1543/8	1543/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1474							
114	97	193	193	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1475							
114	97	1545/8	1545/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1476							
114	97	773/4	773/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1477							
114	97	1547/8	1547/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1478							
114	97	387/2	387/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1479							
115	98	389/2	389/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1480							
115	98	783/4	783/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1481							
115	98	196	196	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1482							
115	98	785/4	785/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1483							
115	98	389/2	389/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1484							
115	98	1557/8	1557/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1485							
115	98	779/4	779/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1486							
115	98	1559/8	1559/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1487							
115	98	195	195	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1488							
115	98	1561/8	1561/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1489							
115	98	781/4	781/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1490							
115	98	1563/8	1563/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1491							
115	98	391/2	391/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1492							
116	99	393/2	393/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1493							
116	99	787/4	787/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1494							
116	99	197	197	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1495							
116	99	789/4	789/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1496							
116	99	395/2	395/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1497							
116	99	791/4	791/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1498							
116	99	198	198	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1499							
116	99	793/4	793/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1500							
116	99	393/2	393/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1501							
116	99	1573/8	1573/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1502							
116	99	787/4	787/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1503							
116	99	1575/8	1575/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1504							
116	99	197	197	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1505							
116	99	1577/8	1577/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1506							
116	99	789/4	789/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1507							
116	99	1579/8	1579/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1508							
116	99	395/2	395/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	1509							
116	99	1581/8	1581/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	1510							
116	99	791/4	791/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1511							
116	99	1583/8	1583/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1512							
116	99	198	198	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1513							
116	99	1585/8	1585/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1514							
116	99	793/4	793/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1515							
116	99	1587/8	1587/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1516							
117	100	397/2	397/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1517							
117	100	397/2	397/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	1518							
117	100	1589/8	1589/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1519							
117	100	795/4	795/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1520							
117	100	1591/8	1591/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1521							
