mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
162	138	276	276	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2146							
162	138	549/2	549/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2147							
162	138	1099/4	1099/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2148							
162	138	275	275	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2149							
162	138	1101/4	1101/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2150							
162	138	551/2	551/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2151							
162	138	276	276	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	2152							
162	138	2209/8	2209/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	2153							
162	138	1105/4	1105/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	2154							
162	138	2211/8	2211/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	2155							
163	139	553/2	553/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2156							
163	139	277	277	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2157							
163	139	555/2	555/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2158							
163	139	278	278	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2159							
163	139	553/2	553/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2160							
163	139	2213/8	2213/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2161							
163	139	1107/4	1107/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2162							
163	139	2215/8	2215/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2163							
163	139	277	277	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2164							
163	139	2217/8	2217/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2165							
163	139	1109/4	1109/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2166							
163	139	2219/8	2219/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2167							
163	139	555/2	555/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	2168							
163	139	2221/8	2221/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	2169							
163	139	1111/4	1111/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	2170							
163	139	2223/8	2223/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	2171							
163	139	278	278	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	2172							
163	139	2225/8	2225/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	2173							
163	139	1113/4	1113/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	2174							
163	139	2227/8	2227/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	2175							
164	140	557/2	557/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2176							
164	140	279	279	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2177							
164	140	559/2	559/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2178							
164	140	280	280	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2179							
164	140	1121/4	1121/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2180							
164	140	557/2	557/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2181							
164	140	2229/8	2229/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2182							
164	140	1115/4	1115/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2183							
164	140	2231/8	2231/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2184							
164	140	279	279	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2185							
164	140	2233/8	2233/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2186							
164	140	1117/4	1117/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2187							
164	140	2235/8	2235/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2188							
164	140	559/2	559/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2189							
165	141	561/2	561/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2190							
165	141	2245/8	2245/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2191							
165	141	1123/4	1123/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2192							
165	141	2247/8	2247/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2193							
165	141	281	281	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2194							
165	141	563/2	563/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2195							
165	141	2253/8	2253/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2196							
165	141	1127/4	1127/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2197							
165	141	2255/8	2255/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2198							
165	141	282	282	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2199							
165	141	561/2	561/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2200							
165	141	2245/8	2245/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2201							
165	141	1123/4	1123/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2202							
165	141	2247/8	2247/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2203							
165	141	281	281	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2204							
165	141	563/2	563/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	2205							
165	141	2253/8	2253/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	2206							
165	141	1127/4	1127/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	2207							
165	141	2255/8	2255/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	2208							
165	141	282	282	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2209							
166	142	565/2	565/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2210							
166	142	2261/8	2261/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2211							
166	142	1131/4	1131/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2212							
166	142	2263/8	2263/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2213							
166	142	283	283	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2214							
166	142	567/2	567/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2215							
166	142	2269/8	2269/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2216							
166	142	1135/4	1135/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2217							
166	142	2271/8	2271/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2218							
166	142	284	284	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2219							
166	142	565/2	565/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2220							
166	142	2261/8	2261/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2221							
166	142	1131/4	1131/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2222							
166	142	2263/8	2263/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2223							
166	142	283	283	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2224							
166	142	567/2	567/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	2225							
166	142	2269/8	2269/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	2226							
166	142	1135/4	1135/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	2227							
166	142	2271/8	2271/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	2228							
166	142	284	284	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2229							
167	143	569/2	569/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2230							55
167	143	2277/8	2277/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2231							
167	143	1139/4	1139/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2232							56
167	143	2279/8	2279/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2233							
167	143	285	285	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2234							57
167	143	2281/8	2281/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2235							
167	143	1141/4	1141/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2236							58
167	143	2283/8	2283/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2237							
167	143	571/2	571/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2238							
167	143	1143/4	1143/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2239							
167	143	286	286	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2240							
167	143	1145/4	1145/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2241							
167	143	569/2	569/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2242							
167	143	2277/8	2277/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2243							
167	143	1139/4	1139/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2244							
167	143	2279/8	2279/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2245							
167	143	285	285	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2246							
167	143	2281/8	2281/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2247							
167	143	1141/4	1141/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2248							
167	143	2283/8	2283/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2249							
167	143	571/2	571/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2250							
167	143	1143/4	1143/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2251							
167	143	286	286	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2252							
167	143	1145/4	1145/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2253							
168	144	573/2	573/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	2254							
168	144	2293/8	2293/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2255							
168	144	1147/4	1147/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2256							
168	144	2295/8	2295/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2257							
168	144	287	287	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2258							
168	144	2297/8	2297/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2259							
168	144	1149/4	1149/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2260							
168	144	2299/8	2299/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2261							
168	144	575/2	575/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2262							
168	144	573/2	573/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2263							
168	144	2293/8	2293/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2264							
168	144	1147/4	1147/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2265							
168	144	2295/8	2295/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2266							
168	144	287	287	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2267							
168	144	2297/8	2297/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2268							
168	144	1149/4	1149/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2269							
168	144	2299/8	2299/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2270							
168	144	575/2	575/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2271							
168	144	573/2	573/2	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	2272							
168	144	287	287	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	2273							
169	144	288	288	0.25	0	3/8	Chord	2/4	1	1	1/16		1/16	1	2274							
169	144	1153/4	1153/4	0.25	1/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2275							
170	145	577/2	577/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2276							
170	145	2317/8	2317/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2277							
170	145	1159/4	1159/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2278							
170	145	2319/8	2319/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2279							
170	145	290	290	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	2280							
170	145	2321/8	2321/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2281							
170	145	1161/4	1161/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2282							
170	145	2323/8	2323/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2283							
170	145	577/2	577/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2284							
170	145	2309/8	2309/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2285							
170	145	1155/4	1155/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2286							
170	145	2311/8	2311/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2287							
170	145	289	289	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2288							
170	145	2313/8	2313/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2289							
170	145	1157/4	1157/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2290							
170	145	2315/8	2315/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2291							
170	145	579/2	579/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2292							
171	146	581/2	581/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2293							
171	146	2333/8	2333/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2294							
171	146	1167/4	1167/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2295							
171	146	2335/8	2335/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2296							
171	146	292	292	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	2297							
171	146	2337/8	2337/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2298							
171	146	1169/4	1169/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2299							
171	146	2339/8	2339/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2300							
171	146	581/2	581/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2301							
171	146	2325/8	2325/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2302							
171	146	1163/4	1163/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2303							
171	146	2327/8	2327/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2304							
171	146	291	291	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2305							
171	146	2329/8	2329/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2306							
171	146	1165/4	1165/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2307							
171	146	2331/8	2331/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2308							
171	146	583/2	583/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2309							
172	147	585/2	585/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2310							
172	147	293	293	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2311							
172	147	587/2	587/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2312							
172	147	294	294	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2313							
172	147	585/2	585/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2314							
172	147	2341/8	2341/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2315							
172	147	1171/4	1171/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2316							
172	147	2343/8	2343/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2317							
172	147	293	293	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2318							
172	147	2345/8	2345/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2319							
172	147	1173/4	1173/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2320							
172	147	2347/8	2347/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2321							
172	147	587/2	587/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	2322							
172	147	2349/8	2349/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	2323							
172	147	1175/4	1175/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	2324							
172	147	2351/8	2351/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	2325							
172	147	294	294	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	2326							
172	147	2353/8	2353/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	2327							
172	147	1177/4	1177/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	2328							
172	147	2355/8	2355/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	2329							
173	148	589/2	589/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2330							
173	148	591/2	591/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2331							
173	148	589/2	589/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2332							
173	148	2357/8	2357/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2333							
173	148	1179/4	1179/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2334							
173	148	2359/8	2359/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2335							
173	148	295	295	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2336							
173	148	2361/8	2361/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2337							
173	148	1181/4	1181/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2338							
173	148	2363/8	2363/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2339							
173	148	591/2	591/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2340							
174	148	1185/4	1185/4	0.25	1/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2341							
174	148	296	296	0.125	0	3/8	Chord	2/4	2	1	1/32		1/32	1	2342							
174	148	2369/8	2369/8	0.125	1/32	13/32	Chord	2/4	2	1	1/32		1/32	1	2343							
174	148	1185/4	1185/4	0.125	1/16	7/16	Chord	2/4	2	1	1/32		1/32	1	2344							
174	148	2371/8	2371/8	0.125	3/32	15/32	Chord	2/4	2	1	1/32		1/32	1	2345							
175	149	1187/4	1187/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2346							
175	149	1189/4	1189/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2347							
175	149	1191/4	1191/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2348							
175	149	1193/4	1193/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2349							
175	149	593/2	593/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2350							
175	149	2373/8	2373/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2351							
175	149	1187/4	1187/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2352							
175	149	2375/8	2375/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2353							
175	149	297	297	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2354							
175	149	2377/8	2377/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2355							
175	149	1189/4	1189/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2356							
175	149	2379/8	2379/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2357							
175	149	595/2	595/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	2358							
175	149	2381/8	2381/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	2359							
175	149	1191/4	1191/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	2360							
175	149	2383/8	2383/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	2361							
175	149	298	298	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	2362							
175	149	2385/8	2385/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	2363							
175	149	1193/4	1193/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	2364							
175	149	2387/8	2387/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	2365							
176	150	2389/8	2389/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2366							
176	150	1195/4	1195/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2367							
176	150	2391/8	2391/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2368							
176	150	299	299	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2369							
176	150	2393/8	2393/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2370							
176	150	1197/4	1197/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2371							
176	150	2395/8	2395/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2372							
176	150	599/2	599/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2373							
176	150	2397/8	2397/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2374							
176	150	1199/4	1199/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2375							
176	150	2399/8	2399/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2376							
176	150	300	300	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	2377							
176	150	2401/8	2401/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2378							
176	150	1201/4	1201/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2379							
176	150	2403/8	2403/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2380							
176	150	597/2	597/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	2381							
177	151	1203/4	1203/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2382							
177	151	1205/4	1205/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2383							
177	151	1207/4	1207/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2384							
177	151	1209/4	1209/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2385							
177	151	601/2	601/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	2386							
177	151	2405/8	2405/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	2387							
177	151	1203/4	1203/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	2388							
177	151	2407/8	2407/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	2389							
177	151	301	301	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	2390							
177	151	2409/8	2409/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	2391							
177	151	1205/4	1205/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	2392							
177	151	2411/8	2411/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2393							
177	151	603/2	603/2	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	2394							
177	151	2413/8	2413/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	2395							
177	151	1207/4	1207/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	2396							
177	151	2415/8	2415/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	2397							
177	151	302	302	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	2398							
177	151	2417/8	2417/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	2399							
177	151	1209/4	1209/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	2400							
177	151	2419/8	2419/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	2401							
178	152	2421/8	2421/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	2402							
178	152	1211/4	1211/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	2403							
178	152	2423/8	2423/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	2404							
178	152	303	303	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	2405							
178	152	2425/8	2425/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	2406							
178	152	1213/4	1213/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	2407							
178	152	2427/8	2427/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2408							
178	152	607/2	607/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	2409							
178	152	2429/8	2429/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2410							
178	152	1215/4	1215/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2411							
178	152	2431/8	2431/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2412							
178	152	304	304	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	2413							
178	152	2433/8	2433/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	2414							
178	152	1217/4	1217/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	2415							
178	152	2435/8	2435/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	2416							
178	152	605/2	605/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	2417							
179	153	609/2	609/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2418							
179	153	2445/8	2445/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	2419							
179	153	1223/4	1223/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	2420							
179	153	2447/8	2447/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2421							
