mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
63	62	247/2	247/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	574										
63	62	124	124	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	575										
63	62	245/2	245/2	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	576										
64	63	249/2	249/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	577										
64	63	499/4	499/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	578										
64	63	125	125	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	579										
64	63	501/4	501/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	580										
64	63	251/2	251/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	581										
64	63	503/4	503/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	582										
64	63	126	126	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	583										
64	63	505/4	505/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	584										
64	63	249/2	249/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	585										
64	63	249/2	249/2	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	586										
65	64	253/2	253/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	587		articStaccatissimoAbove								
65	64	127	127	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	588		articStaccatissimoAbove								
65	64	255/2	255/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	589		articStaccatissimoAbove								
65	64	128	128	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	590		articStaccatissimoAbove								
66	65	257/2	257/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	591										
66	65	130	130	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	592										
66	65	129	129	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	593										
66	65	259/2	259/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	594										
67	66	261/2	261/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	595										
67	66	132	132	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	596										
67	66	131	131	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	597										
67	66	263/2	263/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	598										
68	67	265/2	265/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	599										
68	67	134	134	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	600										
68	67	133	133	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	601										
68	67	267/2	267/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	602										
69	68	269/2	269/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	603										
69	68	136	136	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	604										
69	68	135	135	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	605										
69	68	271/2	271/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	606										
70	69	273/2	273/2	0.0	0	0	Dynamic	2/4	1	1	0						f									
70	69	273/2	273/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	607										
70	69	137	137	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	608										
70	69	549/4	549/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	609										
70	69	275/2	275/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	610										
70	69	551/4	551/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	611										
70	69	138	138	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	612										
70	69	553/4	553/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	613										
70	69	273/2	273/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	614										
71	70	277/2	277/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	615										
71	70	555/4	555/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	616										
71	70	139	139	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	617										
71	70	557/4	557/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	618										
71	70	279/2	279/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	619										
71	70	559/4	559/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	620										
71	70	140	140	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	621										
71	70	561/4	561/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	622										
71	70	277/2	277/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	623										
72	71	281/2	281/2	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	624		ornamentTrill								
72	71	281/2	281/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	625										
72	71	141	141	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	626										
72	71	283/2	283/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	627										
72	71	142	142	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	628										
73	72	285/2	285/2	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	629										
73	72	285/2	285/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	630										
73	72	143	143	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	631										
73	72	287/2	287/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	632										
73	72	144	144	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	633										
74	73	289/2	289/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	634										
74	73	146	146	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	635										
74	73	289/2	289/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	636										
74	73	579/4	579/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	637										
74	73	145	145	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	638										
74	73	581/4	581/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	639										
74	73	291/2	291/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	640										
74	73	583/4	583/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	641										
74	73	146	146	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	642										
74	73	585/4	585/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	643										
75	74	293/2	293/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	644										
75	74	147	147	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	645										
75	74	148	148	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	646										
75	74	293/2	293/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	647										
75	74	587/4	587/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	648										
75	74	147	147	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	649										
75	74	589/4	589/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	650										
75	74	295/2	295/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	651										
75	74	591/4	591/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	652										
75	74	148	148	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	653										
75	74	593/4	593/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	654										
76	75	297/2	297/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	655										
76	75	149	149	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	656										
76	75	150	150	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	657										
76	75	297/2	297/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	658										
76	75	595/4	595/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	659										
76	75	149	149	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	660										
76	75	597/4	597/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	661										
76	75	299/2	299/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	662										
76	75	599/4	599/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	663										
76	75	150	150	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	664										
76	75	601/4	601/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	665										
77	76	301/2	301/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	666										
77	76	151	151	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	667										
77	76	303/2	303/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	668										
77	76	152	152	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	669										
77	76	301/2	301/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	670										
78	77	305/2	305/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	671										
78	77	154	154	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	672										
78	77	305/2	305/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	673										
78	77	611/4	611/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	674										
78	77	153	153	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	675										
78	77	613/4	613/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	676										
78	77	307/2	307/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	677										
78	77	615/4	615/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	678										
78	77	154	154	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	679										
78	77	617/4	617/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	680										
79	78	309/2	309/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	681										
79	78	155	155	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	682										
79	78	156	156	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	683										
79	78	309/2	309/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	684										
79	78	619/4	619/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	685										
79	78	155	155	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	686										
79	78	621/4	621/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	687										
79	78	311/2	311/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	688										
79	78	623/4	623/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	689										
79	78	156	156	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	690										
79	78	625/4	625/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	691										
80	79	313/2	313/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	692										
80	79	157	157	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	693										
80	79	158	158	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	694										
80	79	313/2	313/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	695										
80	79	627/4	627/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	696										
80	79	157	157	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	697										
80	79	629/4	629/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	698										
80	79	315/2	315/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	699										
80	79	631/4	631/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	700										
80	79	158	158	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	701										
80	79	633/4	633/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	702										
81	80	317/2	317/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	703										
81	80	159	159	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	704										
81	80	319/2	319/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	705										
81	80	160	160	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	706										
81	80	317/2	317/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	707										
82	81	321/2	321/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	708										
82	81	162	162	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	709										
82	81	321/2	321/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	710										
82	81	643/4	643/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	711										
82	81	161	161	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	712										
82	81	645/4	645/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	713										
82	81	323/2	323/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	714										
82	81	647/4	647/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	715										
82	81	162	162	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	716										
82	81	649/4	649/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	717										
83	82	325/2	325/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	718										
83	82	163	163	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	719										
83	82	327/2	327/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	720										
83	82	164	164	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	721										
83	82	325/2	325/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	722										
84	83	329/2	329/2	0.0	0	0	StaffText	2/4	1	1	0								"<font size=""10.5723""/><font face=""Times New Roman""/><i>calando</i>"							
84	83	329/2	329/2	0.0	0	0	Spanner	2/4	1	1	0															0
84	83	329/2	329/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	723										0
84	83	166	166	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	724										0
84	83	329/2	329/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	725										
84	83	659/4	659/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	726										
84	83	165	165	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	727										
84	83	661/4	661/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	728										
84	83	331/2	331/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	729										
84	83	663/4	663/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	730										
84	83	166	166	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	731										
84	83	665/4	665/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	732										
85	84	333/2	333/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	733										0
85	84	167	167	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	734										0
85	84	335/2	335/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	735										0
85	84	168	168	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	736										0
85	84	333/2	333/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	737										
86	85	337/2	337/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	738										0
86	85	170	170	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	739										0
86	85	337/2	337/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	740										
86	85	675/4	675/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	741										
86	85	169	169	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	742										
86	85	677/4	677/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	743										
86	85	339/2	339/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	744										
87	86	341/2	341/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	745										0
87	86	172	172	0.0	3/8	3/8	Spanner	2/4	1	1	0															
87	86	172	172	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	746										
87	86	341/2	341/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	747										
87	86	683/4	683/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	748										
87	86	171	171	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	749										
87	86	685/4	685/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	750										
87	86	343/2	343/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	751										
88	87	345/2	345/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	752										
88	87	174	174	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	753										
88	87	697/4	697/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	754										
88	87	345/2	345/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	755										
89	88	349/2	349/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	756										
89	88	175	175	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	757										
89	88	701/4	701/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	758										
89	88	351/2	351/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	759										
89	88	176	176	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	760										
89	88	705/4	705/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	761										
90	89	353/2	353/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	762										
90	89	178	178	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	763										
90	89	713/4	713/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	764										
90	89	353/2	353/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	765										
91	90	357/2	357/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	766										
91	90	715/4	715/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	767										
91	90	179	179	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	768										
91	90	717/4	717/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	769										
91	90	359/2	359/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	770										
91	90	719/4	719/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	771										
91	90	180	180	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	772										
91	90	721/4	721/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	773										
92	91	361/2	361/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	774										
92	91	182	182	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	775										
92	91	729/4	729/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	776										
93	92	365/2	365/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	777										
93	92	183	183	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	778										
93	92	367/2	367/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	779										
93	92	184	184	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	780										
93	92	737/4	737/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	781										
93	92	365/2	365/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	782										
93	92	183	183	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	783										
93	92	367/2	367/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	784										
94	93	369/2	369/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	785										
94	93	185	185	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	786										
94	93	371/2	371/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	787										
94	93	186	186	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	788										
94	93	745/4	745/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	789										
94	93	369/2	369/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	790										
94	93	185	185	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	791										
94	93	371/2	371/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	792										
95	94	373/2	373/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	793										
95	94	187	187	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	794										
95	94	375/2	375/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	795										
95	94	188	188	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	796										
95	94	753/4	753/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	797										
95	94	373/2	373/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	798										
95	94	187	187	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	799										
95	94	375/2	375/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	800										
96	95	377/2	377/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	801										
96	95	189	189	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	802										
96	95	379/2	379/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	803										
96	95	190	190	0.0	3/8	3/8	Dynamic	2/4	1	1	0						f									
96	95	190	190	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	804										
96	95	761/4	761/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	805										
96	95	377/2	377/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	806										
96	95	189	189	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	807										
96	95	379/2	379/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	808										
97	96	381/2	381/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	809										
97	96	191	191	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	810										
97	96	383/2	383/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	811										
97	96	192	192	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	812										
97	96	769/4	769/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	813										
97	96	381/2	381/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	814										
97	96	191	191	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	815										
97	96	383/2	383/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	816										
98	97	385/2	385/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	817										
98	97	193	193	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	818										
98	97	387/2	387/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	819										
98	97	194	194	0.0	3/8	3/8	Dynamic	2/4	1	1	0						p									
98	97	194	194	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	820										
98	97	777/4	777/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	821										
98	97	385/2	385/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	822										
98	97	193	193	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	823										
98	97	387/2	387/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	824										
99	98	389/2	389/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	825										
99	98	779/4	779/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	826										
99	98	195	195	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	827										
99	98	781/4	781/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	828										
99	98	391/2	391/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	829										
99	98	783/4	783/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	830										
99	98	196	196	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	831										
99	98	785/4	785/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	832										
99	98	389/2	389/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	833										
99	98	391/2	391/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	834										
100	99	393/2	393/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	835									3	
100	99	395/2	395/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	836										
100	99	198	198	0.0	3/8	3/8	Dynamic	2/4	1	1	0						f									
100	99	198	198	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	837										
100	99	793/4	793/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	838										
100	99	393/2	393/2	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	839										
101	100	397/2	397/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	840										
101	100	199	199	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	841										
101	100	399/2	399/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	842										
101	100	200	200	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	843										
101	100	801/4	801/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	844										
101	100	397/2	397/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	845										
101	100	795/4	795/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	846										
101	100	199	199	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	847										
101	100	797/4	797/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	848										
101	100	399/2	399/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	849										
101	100	799/4	799/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	850										
101	100	200	200	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	851										
101	100	801/4	801/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	852										
102	101	401/2	401/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	853										
102	101	201	201	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	854										
102	101	403/2	403/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	855										
102	101	202	202	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	856										
102	101	809/4	809/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	857										
102	101	401/2	401/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	858										
102	101	803/4	803/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	859										
102	101	201	201	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	860										
102	101	805/4	805/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	861										
